organism_group,agent_code,method,disk_content,site,route,standard,table_reference,tier,mic_susceptible_max,mic_sdd_min,mic_sdd_max,mic_intermediate_min,mic_intermediate_max,mic_resistant_min,disk_susceptible_min,disk_sdd_min,disk_sdd_max,disk_intermediate_min,disk_intermediate_max,disk_resistant_max,dosage_note,comment
Enterobacterales,AZA,MIC,,,,CLSI M100,2A-1,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4/4, I 8/4^, R ≥16/4. (11) Confirmatory MIC testing is indicated for isolates with zones of 22-"
Enterobacterales,CZA,DISK,30/20 µg,,,CLSI M100,2A-1,,,,,,,,21,,,,,20,,"Zone as printed: S ≥21, R ≤20. (12) Confirmatory MIC testing is indicated for isolates with zones of"
Enterobacterales,CZA,MIC,,,,CLSI M100,2A-1,,8,,,,,16,,,,,,,,"MIC as printed: S ≤8/4, R ≥16/4. (12) Confirmatory MIC testing is indicated for isolates with zones of"
Enterobacterales,CZT,DISK,30/10 µg,,,CLSI M100,2A-1,,,,,,,,22,,,19,21,18,,"Zone as printed: S ≥22, I 19-21^, R ≤18"
Enterobacterales,CZT,MIC,,,,CLSI M100,2A-1,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2/4, I 4/4^, R ≥8/4"
Enterobacterales,IMR,DISK,10/25 µg,,,CLSI M100,2A-1,,,,,,,,25,,,21,24,20,,"Zone as printed: S ≥25, I 21-24^, R ≤20. (13) Breakpoints do not apply to the family Morganellaceae, which includes but is not limited to the genera Morganella, Proteus, and Providencia."
Enterobacterales,IMR,MIC,,,,CLSI M100,2A-1,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1/4, I 2/4^, R ≥4/4. (13) Breakpoints do not apply to the family Morganellaceae, which includes but is not limited to the genera Morganella, Proteus, and Providencia."
Enterobacterales,MEV,DISK,20/10 µg,,,CLSI M100,2A-1,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17^, R ≤14. (14) Enterobacterales that harbor OXA- 48–like enzymes may test susceptible to meropenem-vaborbactam but may not respond to meropenem-vaborbactam in vivo. If an OXA-48–like gene or enzyme is detected, suppress meropenem-vaborbactam or report as resistant."
Enterobacterales,MEV,MIC,,,,CLSI M100,2A-1,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4/8, I 8/8^, R ≥16/8. (14) Enterobacterales that harbor OXA- 48–like enzymes may test susceptible to meropenem-vaborbactam but may not respond to meropenem-vaborbactam in vivo. If an OXA-48–like gene or enzyme is detected, suppress meropenem-vaborbactam or report as resistant."
Enterobacterales,TZP,DISK,100/10 µg,,,CLSI M100,2A-1,,,,,,,,25,21,24,,,20,,"Zone as printed: S ≥25, SDD 21-24, R ≤20"
Enterobacterales,TZP,MIC,,,,CLSI M100,2A-1,,8,16,16,,,32,,,,,,,,"MIC as printed: S ≤8/4, SDD 16/4, R ≥32/4"
Enterobacterales,TCC,DISK,75/10 µg,,,CLSI M100,2A-1,,,,,,,,20,,,15,19,14,,"Zone as printed: S ≥20, I 15-19^, R ≤14"
Enterobacterales,TCC,MIC,,,,CLSI M100,2A-1,,16,,,32,32,128,,,,,,,,"MIC as printed: S ≤16/2, I 32/2-, R ≥128/2"
Enterobacterales,CZO,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,23,,,20,22,19,,"Zone as printed: S ≥23, I 20-22, R ≤19. (17) Breakpoints when cefazolin is used for therapy of infections other than uncomplicated UTIs due to E. coli, K. pneumoniae, and P. mirabilis. See comment (15)."
Enterobacterales,CZO,MIC,,,,CLSI M100,2A-1,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4, R ≥8. (17) Breakpoints when cefazolin is used for therapy of infections other than uncomplicated UTIs due to E. coli, K. pneumoniae, and P. mirabilis. See comment (15)."
Enterobacterales,CZO,DISK,30 µg,uti,,CLSI M100,2A-1,,,,,,,,15,,,,,14,,"Zone as printed: S ≥15, R ≤14. (18) Breakpoints when cefazolin is used for therapy of uncomplicated UTIs due to E. coli, K. pneumoniae, and P. mirabilis. See additional information in CEPHEMS (ORAL)."
Enterobacterales,CZO,MIC,,uti,,CLSI M100,2A-1,,16,,,,,32,,,,,,,,"MIC as printed: S ≤16, R ≥32. (18) Breakpoints when cefazolin is used for therapy of uncomplicated UTIs due to E. coli, K. pneumoniae, and P. mirabilis. See additional information in CEPHEMS (ORAL)."
Enterobacterales,CPT,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,23,,,20,22,19,,"Zone as printed: S ≥23, I 20-22^, R ≤19"
Enterobacterales,CPT,MIC,,,,CLSI M100,2A-1,,0.5,,,1,1,2,,,,,,,,"MIC as printed: S ≤0.5, I 1^, R ≥2"
Enterobacterales,FEP,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,25,19,24,,,18,,"Zone as printed: S ≥25, SDD 19-24, R ≤18. (19) Cefepime S/SDD results should be suppressed or edited and reported as resistant for isolates that demonstrate carbapenemase production (see Appendix G, Table G3)."
Enterobacterales,FEP,MIC,,,,CLSI M100,2A-1,,2,4,8,,,16,,,,,,,,"MIC as printed: S ≤2, SDD 4-8, R ≥16. (19) Cefepime S/SDD results should be suppressed or edited and reported as resistant for isolates that demonstrate carbapenemase production (see Appendix G, Table G3)."
Enterobacterales,CTX,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,26,,,23,25,22,,"Zone as printed: S ≥26, I 23-25^, R ≤22. See comment (15)."
Enterobacterales,CTX,MIC,,,,CLSI M100,2A-1,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2^, R ≥4. See comment (15)."
Enterobacterales,CRO,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,23,,,20,22,19,,"Zone as printed: S ≥23, I 20-22^, R ≤19"
Enterobacterales,CRO,MIC,,,,CLSI M100,2A-1,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2^, R ≥4"
Enterobacterales,CTT,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,16,,,13,15,12,,"Zone as printed: S ≥16, I 13-15^, R ≤12"
Enterobacterales,CTT,MIC,,,,CLSI M100,2A-1,,16,,,32,32,64,,,,,,,,"MIC as printed: S ≤16, I 32^, R ≥64"
Enterobacterales,FOX,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17^, R ≤14"
Enterobacterales,FOX,MIC,,,,CLSI M100,2A-1,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16^, R ≥32"
Enterobacterales,CXM,DISK,30 µg,,iv,CLSI M100,2A-1,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17^, R ≤14. See comment (15)."
Enterobacterales,CXM,MIC,,,iv,CLSI M100,2A-1,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16^, R ≥32. See comment (15)."
Enterobacterales,CAZ,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,21,,,18,20,17,,"Zone as printed: S ≥21, I 18-20^, R ≤17. See comment (15)."
Enterobacterales,CAZ,MIC,,,,CLSI M100,2A-1,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8^, R ≥16. See comment (15)."
Enterobacterales,MAN,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17^, R ≤14. See comment (15)."
Enterobacterales,MAN,MIC,,,,CLSI M100,2A-1,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16^, R ≥32. See comment (15)."
Enterobacterales,CMZ,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,16,,,13,15,12,,"Zone as printed: S ≥16, I 13-15^, R ≤12. (20) Insufficient new data exist to reevaluate breakpoints listed here."
Enterobacterales,CMZ,MIC,,,,CLSI M100,2A-1,,16,,,32,32,64,,,,,,,,"MIC as printed: S ≤16, I 32^, R ≥64. (20) Insufficient new data exist to reevaluate breakpoints listed here."
Enterobacterales,CID,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17^, R ≤14. See comment (15)."
Enterobacterales,CID,MIC,,,,CLSI M100,2A-1,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16^, R ≥32. See comment (15)."
Enterobacterales,CFP,DISK,75 µg,,,CLSI M100,2A-1,,,,,,,,21,,,16,20,15,,"Zone as printed: S ≥21, I 16-20, R ≤15. See comment (15)."
Enterobacterales,CFP,MIC,,,,CLSI M100,2A-1,,16,,,32,32,64,,,,,,,,"MIC as printed: S ≤16, I 32, R ≥64. See comment (15)."
Enterobacterales,CZX,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,25,,,22,24,21,,"Zone as printed: S ≥25, I 22-24^, R ≤21. See comment (15)."
Enterobacterales,CZX,MIC,,,,CLSI M100,2A-1,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2^, R ≥4. See comment (15)."
Enterobacterales,MOX,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,23,,,15,22,14,,"Zone as printed: S ≥23, I 15-22^, R ≤14. See comment (15)."
Enterobacterales,MOX,MIC,,,,CLSI M100,2A-1,,8,,,16,32,64,,,,,,,,"MIC as printed: S ≤8, I 16-32^, R ≥64. See comment (15)."
Enterobacterales,FDC,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,16,,,9,15,8,,"Zone as printed: S ≥16, I 9-15^, R ≤8. (21) The accuracy and reproducibility of cefiderocol testing results by disk diffusion and broth microdilution are markedly affected by iron concentration and inoculum preparation and may vary by disk and media manufacturer. Depending on the type of variance observed, false-resistant or false-susceptible results may occur. Testing subsequent isolates is encouraged. Discussion with prescribers and antimicrobial stewardship members regarding the potential for inaccuracies is recommended."
Enterobacterales,FDC,MIC,,,,CLSI M100,2A-1,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8^, R ≥16. (21) The accuracy and reproducibility of cefiderocol testing results by disk diffusion and broth microdilution are markedly affected by iron concentration and inoculum preparation and may vary by disk and media manufacturer. Depending on the type of variance observed, false-resistant or false-susceptible results may occur. Testing subsequent isolates is encouraged. Discussion with prescribers and antimicrobial stewardship members regarding the potential for inaccuracies is recommended."
Enterobacterales,CXM,DISK,30 µg,,oral,CLSI M100,2A-1,,,,,,,,23,,,15,22,14,,"Zone as printed: S ≥23, I 15-22^, R ≤14"
Enterobacterales,CXM,MIC,,,oral,CLSI M100,2A-1,,4,,,8,16,32,,,,,,,,"MIC as printed: S ≤4, I 8-16^, R ≥32"
Enterobacterales,LOR,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17^, R ≤14. (23) Do not test Citrobacter, Providencia, or Enterobacter spp. with cefdinir or loracarbef disk diffusion because false-susceptible results have been reported."
Enterobacterales,LOR,MIC,,,,CLSI M100,2A-1,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16^, R ≥32. (23) Do not test Citrobacter, Providencia, or Enterobacter spp. with cefdinir or loracarbef disk diffusion because false-susceptible results have been reported."
Enterobacterales,CEC,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17^, R ≤14"
Enterobacterales,CEC,MIC,,,,CLSI M100,2A-1,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16^, R ≥32"
Enterobacterales,CDR,DISK,5 µg,,,CLSI M100,2A-1,,,,,,,,20,,,17,19,16,,"Zone as printed: S ≥20, I 17-19^, R ≤16. See comment (23)."
Enterobacterales,CDR,MIC,,,,CLSI M100,2A-1,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2^, R ≥4. See comment (23)."
Enterobacterales,CFM,DISK,5 µg,,,CLSI M100,2A-1,,,,,,,,19,,,16,18,15,,"Zone as printed: S ≥19, I 16-18^, R ≤15. (24) Do not test Morganella spp. with cefixime, cefpodoxime, or cefetamet by disk diffusion."
Enterobacterales,CFM,MIC,,,,CLSI M100,2A-1,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2^, R ≥4. (24) Do not test Morganella spp. with cefixime, cefpodoxime, or cefetamet by disk diffusion."
Enterobacterales,CPD,DISK,10 µg,,,CLSI M100,2A-1,,,,,,,,21,,,18,20,17,,"Zone as printed: S ≥21, I 18-20^, R ≤17. See comment (24)."
Enterobacterales,CPD,MIC,,,,CLSI M100,2A-1,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4^, R ≥8. See comment (24)."
Enterobacterales,CPR,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17^, R ≤14. (25) Do not test Providencia spp. with cefprozil by disk diffusion because false-susceptible results have been reported."
Enterobacterales,CPR,MIC,,,,CLSI M100,2A-1,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16^, R ≥32. (25) Do not test Providencia spp. with cefprozil by disk diffusion because false-susceptible results have been reported."
Enterobacterales,CAT,DISK,10 µg,,,CLSI M100,2A-1,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17^, R ≤14. See comment (24)."
Enterobacterales,CAT,MIC,,,,CLSI M100,2A-1,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8^, R ≥16. See comment (24)."
Enterobacterales,CTB,DISK,30 µg,uti,,CLSI M100,2A-1,,,,,,,,21,,,18,20,17,,"Zone as printed: S ≥21, I 18-20^, R ≤17"
Enterobacterales,CTB,MIC,,uti,,CLSI M100,2A-1,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16^, R ≥32"
Enterobacterales,ATM,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,21,,,18,20,17,,"Zone as printed: S ≥21, I 18-20^, R ≤17. See comment (15)."
Enterobacterales,ATM,MIC,,,,CLSI M100,2A-1,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8^, R ≥16. See comment (15)."
Enterobacterales,DOR,DISK,10 µg,,,CLSI M100,2A-1,,,,,,,,23,,,20,22,19,,"Zone as printed: S ≥23, I 20-22^, R ≤19"
Enterobacterales,DOR,MIC,,,,CLSI M100,2A-1,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2^, R ≥4"
Enterobacterales,ETP,DISK,10 µg,,,CLSI M100,2A-1,,,,,,,,22,,,19,21,18,,"Zone as printed: S ≥22, I 19-21^, R ≤18"
Enterobacterales,ETP,MIC,,,,CLSI M100,2A-1,,0.5,,,1,1,2,,,,,,,,"MIC as printed: S ≤0.5, I 1^, R ≥2"
Enterobacterales,IPM,DISK,10 µg,,,CLSI M100,2A-1,,,,,,,,23,,,20,22,19,,"Zone as printed: S ≥23, I 20-22^, R ≤19"
Enterobacterales,IPM,MIC,,,,CLSI M100,2A-1,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2^, R ≥4"
Enterobacterales,MEM,DISK,10 µg,,,CLSI M100,2A-1,,,,,,,,23,,,20,22,19,,"Zone as printed: S ≥23, I 20-22^, R ≤19"
Enterobacterales,MEM,MIC,,,,CLSI M100,2A-1,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2^, R ≥4"
Enterobacterales,GEN,DISK,10 µg,,,CLSI M100,2A-1,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17^, R ≤14"
Enterobacterales,GEN,MIC,,,,CLSI M100,2A-1,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4^, R ≥8"
Enterobacterales,TOB,DISK,10 µg,,,CLSI M100,2A-1,,,,,,,,17,,,13,16,12,,"Zone as printed: S ≥17, I 13-16^, R ≤12"
Enterobacterales,TOB,MIC,,,,CLSI M100,2A-1,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4^, R ≥8"
Enterobacterales,AMK,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,20,,,17,19,16,,"Zone as printed: S ≥20, I 17-19^, R ≤16"
Enterobacterales,AMK,MIC,,,,CLSI M100,2A-1,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8^, R ≥16"
Enterobacterales,PLZ,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17^, R ≤14. See comment (13)."
Enterobacterales,PLZ,MIC,,,,CLSI M100,2A-1,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4^, R ≥8. See comment (13)."
Enterobacterales,KAN,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,18,,,14,17,13,,"Zone as printed: S ≥18, I 14-17^, R ≤13"
Enterobacterales,KAN,MIC,,,,CLSI M100,2A-1,,16,,,32,32,64,,,,,,,,"MIC as printed: S ≤16, I 32^, R ≥64"
Enterobacterales,NET,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,15,,,13,14,12,,"Zone as printed: S ≥15, I 13-14^, R ≤12"
Enterobacterales,NET,MIC,,,,CLSI M100,2A-1,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16^, R ≥32"
Enterobacterales,STR,DISK,10 µg,,,CLSI M100,2A-1,,,,,,,,15,,,12,14,11,,"Zone as printed: S ≥15, I 12-14^, R ≤11"
Enterobacterales,TCY,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,15,,,12,14,11,,"Zone as printed: S ≥15, I 12-14, R ≤11"
Enterobacterales,TCY,MIC,,,,CLSI M100,2A-1,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16"
Enterobacterales,DOX,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,14,,,11,13,10,,"Zone as printed: S ≥14, I 11-13, R ≤10"
Enterobacterales,DOX,MIC,,,,CLSI M100,2A-1,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16"
Enterobacterales,MNO,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,16,,,13,15,12,,"Zone as printed: S ≥16, I 13-15, R ≤12"
Enterobacterales,MNO,MIC,,,,CLSI M100,2A-1,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16"
Enterobacterales,CIP,DISK,5 µg,,,CLSI M100,2A-1,,,,,,,,26,,,22,25,21,,"Zone as printed: S ≥26, I 22-25^, R ≤21"
Enterobacterales,CIP,MIC,,,,CLSI M100,2A-1,,0.25,,,0.5,0.5,1,,,,,,,,"MIC as printed: S ≤0.25, I 0.5^, R ≥1"
Enterobacterales,LVX,DISK,5 µg,,,CLSI M100,2A-1,,,,,,,,21,,,17,20,16,,"Zone as printed: S ≥21, I 17-20^, R ≤16"
Enterobacterales,LVX,MIC,,,,CLSI M100,2A-1,,0.5,,,1,1,2,,,,,,,,"MIC as printed: S ≤0.5, I 1^, R ≥2"
Enterobacterales,CIN,DISK,100 µg,uti,,CLSI M100,2A-1,,,,,,,,19,,,15,18,14,,"Zone as printed: S ≥19, I 15-18^, R ≤14"
Enterobacterales,CIN,MIC,,uti,,CLSI M100,2A-1,,16,,,32,32,64,,,,,,,,"MIC as printed: S ≤16, I 32^, R ≥64"
Enterobacterales,ENX,DISK,10 µg,uti,,CLSI M100,2A-1,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17^, R ≤14"
Enterobacterales,ENX,MIC,,uti,,CLSI M100,2A-1,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4^, R ≥8"
Enterobacterales,GAT,DISK,5 µg,,,CLSI M100,2A-1,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17^, R ≤14"
Enterobacterales,GAT,MIC,,,,CLSI M100,2A-1,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4^, R ≥8"
Enterobacterales,GEM,DISK,5 µg,,,CLSI M100,2A-1,,,,,,,,20,,,16,19,15,,"Zone as printed: S ≥20, I 16-19, R ≤15. (35) Report only on K. pneumoniae."
Enterobacterales,GEM,MIC,,,,CLSI M100,2A-1,,0.25,,,0.5,0.5,1,,,,,,,,"MIC as printed: S ≤0.25, I 0.5, R ≥1. (35) Report only on K. pneumoniae."
Enterobacterales,GRX,DISK,5 µg,,,CLSI M100,2A-1,,,,,,,,18,,,15,17,14,,"Zone as printed: S ≥18, I 15-17, R ≤14"
Enterobacterales,GRX,MIC,,,,CLSI M100,2A-1,,1,,,2,2,4,,,,,,,,"MIC as printed: S ≤1, I 2, R ≥4"
Enterobacterales,LOM,DISK,10 µg,,,CLSI M100,2A-1,,,,,,,,22,,,19,21,18,,"Zone as printed: S ≥22, I 19-21^, R ≤18"
Enterobacterales,LOM,MIC,,,,CLSI M100,2A-1,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4^, R ≥8"
Enterobacterales,NAL,DISK,30 µg,uti,,CLSI M100,2A-1,,,,,,,,19,,,14,18,13,,"Zone as printed: S ≥19, I 14-18, R ≤13"
Enterobacterales,NAL,MIC,,uti,,CLSI M100,2A-1,,16,,,,,32,,,,,,,,"MIC as printed: S ≤16, R ≥32"
Enterobacterales,NOR,DISK,10 µg,uti,,CLSI M100,2A-1,,,,,,,,17,,,13,16,12,,"Zone as printed: S ≥17, I 13-16, R ≤12"
Enterobacterales,NOR,MIC,,uti,,CLSI M100,2A-1,,4,,,8,8,16,,,,,,,,"MIC as printed: S ≤4, I 8, R ≥16"
Enterobacterales,OFX,DISK,5 µg,,,CLSI M100,2A-1,,,,,,,,16,,,13,15,12,,"Zone as printed: S ≥16, I 13-15^, R ≤12"
Enterobacterales,OFX,MIC,,,,CLSI M100,2A-1,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4^, R ≥8"
Enterobacterales,FLE,DISK,5 µg,,,CLSI M100,2A-1,,,,,,,,19,,,16,18,15,,"Zone as printed: S ≥19, I 16-18^, R ≤15"
Enterobacterales,FLE,MIC,,,,CLSI M100,2A-1,,2,,,4,4,8,,,,,,,,"MIC as printed: S ≤2, I 4^, R ≥8"
Enterobacterales,SXT,DISK,1.25/,,,CLSI M100,2A-1,,,,,,,,16,,,11,15,10,,"Zone as printed: S ≥16, I 11-15, R ≤10"
Enterobacterales,SMX,MIC,,,,CLSI M100,2A-1,,2,,,,,4,,,,,,,,"MIC as printed: S 2/38, R 4/76"
Enterobacterales,SSS,DISK,250 or,uti,,CLSI M100,2A-1,,,,,,,,17,,,13,16,12,,"Zone as printed: S ≥17, I 13-16, R ≤12"
Enterobacterales,SSS,MIC,,uti,,CLSI M100,2A-1,,256,,,,,512,,,,,,,,"MIC as printed: S ≤256, R ≥512"
Enterobacterales,TMP,DISK,5 µg,uti,,CLSI M100,2A-1,,,,,,,,16,,,11,15,10,,"Zone as printed: S ≥16, I 11-15, R ≤10"
Enterobacterales,TMP,MIC,,uti,,CLSI M100,2A-1,,8,,,,,16,,,,,,,,"MIC as printed: S ≤8, R ≥16"
Enterobacterales,CHL,DISK,30 µg,,,CLSI M100,2A-1,,,,,,,,18,,,13,17,12,,"Zone as printed: S ≥18, I 13-17, R ≤12. (36) Not routinely reported on isolates from the urinary tract."
Enterobacterales,CHL,MIC,,,,CLSI M100,2A-1,,8,,,16,16,32,,,,,,,,"MIC as printed: S ≤8, I 16, R ≥32. (36) Not routinely reported on isolates from the urinary tract."
Enterobacterales,FOS,DISK,200 µg,uti,,CLSI M100,2A-1,,,,,,,,16,,,13,15,12,,"Zone as printed: S ≥16, I 13-15, R ≤12. (37) Disk diffusion and MIC breakpoints apply only to E. coli urinary tract isolates and should not be extrapolated to other species Enterobacterales. (38) The 200-µg fosfomycin disk contains 50 µg glucose-6-phosphate. (39) The only approved MIC method for testing is agar dilution using agar media supplemented with 25 µg/mL of glucose-6- phosphate. Broth dilution MIC testing should not be performed."
Enterobacterales,FOS,MIC,,uti,,CLSI M100,2A-1,,64,,,128,128,256,,,,,,,,"MIC as printed: S ≤64, I 128, R ≥256. (37) Disk diffusion and MIC breakpoints apply only to E. coli urinary tract isolates and should not be extrapolated to other species Enterobacterales. (38) The 200-µg fosfomycin disk contains 50 µg glucose-6-phosphate. (39) The only approved MIC method for testing is agar dilution using agar media supplemented with 25 µg/mL of glucose-6- phosphate. Broth dilution MIC testing should not be performed."
Enterobacterales,NIT,DISK,300 µg,uti,,CLSI M100,2A-1,,,,,,,,17,,,15,16,14,,"Zone as printed: S ≥17, I 15-16, R ≤14. Abbreviations: AST, antimicrobial susceptibility testing; CAMHB, cation-adjusted Mueller-Hinton broth; CAT, colistin agar test; CBDE, colistin broth disk elution; ESBL, extended-spectrum β-lactamase; I, intermediate; Inv., investigational agent; IV, intravenous; MHA, Mueller-Hinton agar; MIC, minimal inhibitory concentration; PK/PD, pharmacokinetic/pharmacodynamic; QC, quality control; R, resistant; S, susceptible; SDD, susceptible-dose dependent; U, urine; UTI, urinary tract infection. Symbols: ^, designation for agents that have the potential to concentrate in the urine; *, designation for “Other” agents that are not included in Tables 1 but have established clinical breakpoints."
